,NG_cool_NB,NG_cool_NB_capital,NG_cool_NB_MO,NG_cool_NB_emissions,NG_cool_private,NG_cool_CO2e,NG_nocool_NB,NG_nocool_NB_capital,NG_nocool_NB_MO,NG_nocool_NB_emissions,NG_nocool_private,NG_nocool_CO2e,HO_cool_NB,HO_cool_NB_capital,HO_cool_NB_MO,HO_cool_NB_emissions,HO_cool_private,HO_cool_CO2e,HO_nocool_NB,HO_nocool_NB_capital,HO_nocool_NB_MO,HO_nocool_NB_emissions,HO_nocool_private,HO_nocool_CO2e,P_cool_NB,P_cool_NB_capital,P_cool_NB_MO,P_cool_NB_emissions,P_cool_private,P_cool_CO2e,P_nocool_NB,P_nocool_NB_capital,P_nocool_NB_MO,P_nocool_NB_emissions,P_nocool_private,P_nocool_CO2e,ElecRes_cool_NB,ElecRes_cool_NB_capital,ElecRes_cool_NB_MO,ElecRes_cool_NB_emissions,ElecRes_cool_private,ElecRes_cool_CO2e,ElecRes_nocool_NB,ElecRes_nocool_NB_capital,ElecRes_nocool_NB_MO,ElecRes_nocool_NB_emissions,ElecRes_nocool_private,ElecRes_nocool_CO2e,wood_cool_NB,wood_cool_NB_capital,wood_cool_NB_MO,wood_cool_NB_emissions,wood_cool_private,wood_cool_CO2e,wood_nocool_NB,wood_nocool_NB_capital,wood_nocool_NB_MO,wood_nocool_NB_emissions,wood_nocool_private,wood_nocool_CO2e
135,-591.7853478,-637.943098,-24.75784639,70.91559656,-662.7009444,2168.530478,-6636.656109,-6512.80469,-24.75784639,-99.09357253,-6537.562537,-3084.005745,12866.70095,-637.943098,10370.7866,3133.857443,9732.843505,96703.35413,6821.830186,-6512.80469,10370.7866,2963.848274,3857.981912,91450.81791,18034.26411,-637.943098,16593.04349,2079.163719,15955.10039,64206.03727,11989.39335,-6512.80469,16593.04349,1909.15455,10080.2388,58953.50105,43768.15352,-637.943098,40272.84304,4133.253575,39634.89994,127680.8,37723.28275,-6512.80469,40272.84304,3963.244406,33760.03835,122428.2638,18334.14392,-637.943098,16052.47698,2919.610045,15414.53388,90117.882,12289.27316,-6512.80469,16052.47698,2749.600876,9539.672285,84865.34577
140,-583.1181487,-634.6421172,-24.28627386,75.81024237,-658.9283911,2336.258802,-6641.639034,-6524.683751,-24.28627386,-92.66900937,-6548.970025,-2916.277422,14593.59871,-634.6421172,11986.74294,3241.497891,11352.10082,100706.3158,8535.077825,-6524.683751,11986.74294,3073.01864,5462.059186,95453.77961,19714.18355,-634.6421172,18207.79989,2141.025775,17573.15778,66664.20598,13655.66267,-6524.683751,18207.79989,1972.546523,11683.11614,61411.66975,45379.29996,-634.6421172,41765.47524,4248.46683,41130.83313,132422.2129,39320.77907,-6524.683751,41765.47524,4079.987578,35240.79149,127169.6767,19021.53208,-634.6421172,16651.27127,3004.902935,16016.62915,93505.64648,12963.0112,-6524.683751,16651.27127,2836.423683,10126.58752,88253.11026
145,-589.6496203,-641.3649394,-23.70947838,75.42479743,-665.0744177,2304.788822,-6641.896519,-6522.248618,-23.70947838,-95.9384234,-6545.958096,-2947.747402,14640.35913,-641.3649394,11868.67682,3413.047247,11227.31188,104545.7824,8588.11223,-6522.248618,11868.67682,3241.684027,5346.428203,99293.24617,20009.28356,-641.3649394,18401.45407,2249.194428,17760.08913,68986.64235,13957.03666,-6522.248618,18401.45407,2077.831207,11879.20546,63734.10613,47034.00241,-641.3649394,43204.61098,4470.756364,42563.24604,137074.4101,40981.75551,-6522.248618,43204.61098,4299.393143,36682.36237,131821.8739,19721.7988,-641.3649394,17219.16064,3144.003102,16577.7957,96589.35672,13669.55191,-6522.248618,17219.16064,2972.639882,10696.91202,91336.8205
150,-578.2986405,-634.6365089,-25.96943646,82.30730488,-660.6059454,2517.608496,-6630.731515,-6516.647163,-25.96943646,-88.1149157,-6542.616599,-2734.927727,15318.40243,-634.6365089,12454.48057,3498.558367,11819.84406,107757.1237,9265.969551,-6516.647163,12454.48057,3328.136146,5937.833405,102504.5875,20953.43592,-634.6365089,19272.18044,2315.891994,18637.54393,71351.15998,14901.00305,-6516.647163,19272.18044,2145.469774,12755.53327,66098.62376,48724.48163,-634.6365089,44756.32823,4602.789906,44121.69172,141828.9339,42672.04875,-6516.647163,44756.32823,4432.367686,38239.68107,136576.3977,20417.28481,-634.6365089,17807.99804,3243.923277,17173.36153,99869.17955,14364.85193,-6516.647163,17807.99804,3073.501056,11291.35087,94616.64332
155,-576.7102389,-632.1566965,-28.03498857,83.4814462,-660.1916851,2574.152108,-6643.190404,-6528.212095,-28.03498857,-86.94332099,-6556.247083,-2678.384116,15463.99182,-632.1566965,12551.45227,3544.696244,11919.29557,109913.6872,9397.51165,-6528.212095,12551.45227,3374.271477,6023.240173,104661.151,21128.13002,-632.1566965,19366.39561,2393.891106,18734.23891,73872.90615,15061.64986,-6528.212095,19366.39561,2223.466339,12838.18352,68620.36993,50379.98941,-632.1566965,46252.84233,4759.303785,45620.68563,146734.4566,44313.50925,-6528.212095,46252.84233,4588.879018,39724.63023,141481.9203,21221.06124,-632.1566965,18486.69252,3366.525419,17854.53582,103982.457,15154.58108,-6528.212095,18486.69252,3196.100652,11958.48042,98729.92077
160,-561.9666648,-622.8122668,-27.74324319,88.58884518,-650.55551,2703.824989,-6623.287014,-6514.23491,-27.74324319,-81.30886097,-6541.978153,-2548.711235,16761.87664,-622.8122668,13629.91687,3754.772035,13007.1046,115823.0781,10700.55629,-6514.23491,13629.91687,3584.874329,7115.681962,110570.5419,22645.47976,-622.8122668,20795.07049,2473.221535,20172.25822,76382.57375,16584.15941,-6514.23491,20795.07049,2303.323829,14280.83558,71130.03753,52027.22721,-622.8122668,47750.83032,4899.209156,47128.01806,151399.2364,45965.90686,-6514.23491,47750.83032,4729.31145,41236.59541,146146.7002,21938.83443,-622.8122668,19078.67429,3482.972408,18455.86202,107310.9881,15877.51408,-6514.23491,19078.67429,3313.074702,12564.43938,102058.4519
165,-562.3612238,-619.8911681,-30.85915585,88.38910023,-650.750324,2695.571674,-6625.637764,-6513.022086,-30.85915585,-81.7565217,-6543.881242,-2556.96455,17210.45122,-619.8911681,13971.12542,3859.216965,13351.23425,118785.3736,11147.17468,-6513.022086,13971.12542,3689.071344,7458.103337,113532.8374,23175.67075,-619.8911681,21244.42857,2551.13335,20624.5374,78699.02331,17112.39421,-6513.022086,21244.42857,2380.987728,14731.40648,73446.48709,53640.94272,-619.8911681,49201.99929,5058.8346,48582.10812,156159.9482,47577.66618,-6513.022086,49201.99929,4888.688978,42688.9772,150907.412,22636.72915,-619.8911681,19671.93842,3584.681905,19052.04725,110631.0491,16573.45261,-6513.022086,19671.93842,3414.536283,13158.91633,105378.5129
170,-575.1293428,-632.9379079,-31.20823917,89.01680422,-664.1461471,2725.027284,-6617.698052,-6503.691129,-31.20823917,-82.7986836,-6534.899368,-2527.50894,16904.48491,-632.9379079,13598.87681,3938.546009,12965.93891,120618.5073,10861.91621,-6503.691129,13598.87681,3766.730521,7095.185684,115365.9711,23246.92054,-632.9379079,21240.88776,2638.970684,20607.94985,80663.64497,17204.35183,-6503.691129,21240.88776,2467.155196,14737.19663,75411.10874,55329.39441,-632.9379079,50704.42929,5257.903021,50071.49139,160742.5866,49286.8257,-6503.691129,50704.42929,5086.087533,44200.73816,155490.0504,23259.74657,-632.9379079,20187.42953,3705.254945,19554.49162,113234.2944,17217.17786,-6503.691129,20187.42953,3533.439457,13683.7384,107981.7582
175,-564.962916,-622.8810658,-32.00819527,89.92634503,-654.889261,2793.283845,-6631.810162,-6519.95894,-32.00819527,-79.8430267,-6551.967135,-2459.252379,17975.54792,-622.8810658,14580.25018,4018.178812,13957.36911,124817.5718,11908.70068,-6519.95894,14580.25018,3848.40944,8060.291239,119565.0356,24338.59225,-622.8810658,22278.51786,2682.955458,21655.63679,83034.8596,18271.74501,-6519.95894,22278.51786,2513.186087,15758.55892,77782.32338,56823.39376,-622.8810658,52103.6663,5342.608526,51480.78524,165321.9733,50756.54652,-6519.95894,52103.6663,5172.839154,45583.70736,160069.4371,23832.60441,-622.8810658,20712.90052,3742.584961,20090.01945,115918.8306,17765.75717,-6519.95894,20712.90052,3572.81559,14192.94158,110666.2944
180,-548.0181692,-612.0996461,-31.061148,95.1426249,-643.1607941,2949.852805,-6613.06331,-6505.969058,-31.061148,-76.03310435,-6537.030206,-2302.683419,18220.83013,-612.0996461,14607.57285,4225.356925,13995.47321,129435.3959,12155.78499,-6505.969058,14607.57285,4054.181195,8101.603796,124182.8597,24939.50279,-612.0996461,22761.19544,2790.406998,22149.09579,85614.91985,18874.45765,-6505.969058,22761.19544,2619.231268,16255.22638,80362.38363,58651.6222,-612.0996461,53714.86413,5548.857712,53102.76448,170295.7404,52586.57706,-6505.969058,53714.86413,5377.681983,47208.89507,165043.2042,24749.63039,-612.0996461,21439.19097,3922.539062,20827.09132,120476.1722,18684.58525,-6505.969058,21439.19097,3751.363333,14933.22191,115223.636
185,-563.9695177,-636.2503876,-32.36654787,104.6474177,-668.6169354,3263.251939,-6619.936445,-6524.370409,-32.36654787,-63.19948814,-6556.736957,-1989.284285,19089.72112,-636.2503876,15494.46946,4231.502045,14858.21907,132304.7553,13033.75419,-6524.370409,15494.46946,4063.655139,8970.09905,127052.2191,26081.49006,-636.2503876,23903.93869,2813.801767,23267.6883,88014.87477,20025.52314,-6524.370409,23903.93869,2645.954861,17379.56828,82762.33854,60203.23032,-636.2503876,55246.86939,5592.611313,54610.619,174979.9069,54147.26339,-6524.370409,55246.86939,5424.764407,48722.49898,169727.3707,25315.90881,-636.2503876,22000.27513,3951.88407,21364.02474,123541.5827,19259.94188,-6524.370409,22000.27513,3784.037164,15475.90472,118289.0465
190,-568.4729947,-638.6093421,-34.18413531,104.3204827,-672.7934774,3262.912673,-6614.758489,-6515.290617,-34.18413531,-65.28373571,-6549.474753,-1989.62355,19363.38853,-638.6093421,15631.14326,4370.854608,14992.53392,136190.5385,13317.10303,-6515.290617,15631.14326,4201.25039,9115.852645,130938.0023,26527.343,-638.6093421,24244.88079,2921.071549,23606.27145,90538.01584,20481.05751,-6515.290617,24244.88079,2751.46733,17729.59018,85285.47962,61923.83304,-638.6093421,56755.49007,5806.952309,56116.88073,179850.6064,55877.54755,-6515.290617,56755.49007,5637.34809,50240.19946,174598.0701,26120.98479,-638.6093421,22650.30813,4109.286006,22011.69879,127379.2732,20074.6993,-6515.290617,22650.30813,3939.681788,16135.01751,122126.737
195,-546.1144764,-622.2211834,-34.26054574,110.3672528,-656.4817292,3433.679967,-6606.183471,-6513.691505,-34.26054574,-58.23141959,-6547.952051,-1818.856257,20552.34529,-622.2211834,16685.18249,4489.383985,16062.9613,139539.0158,14492.27629,-6513.691505,16685.18249,4320.785312,10171.49098,134286.4796,27787.28684,-622.2211834,25418.78481,2990.723213,24796.56363,93032.80833,21727.21784,-6513.691505,25418.78481,2822.124541,18905.0933,87780.2721,63592.67569,-622.2211834,58284.23666,5930.660217,57662.01548,184661.3419,57532.6067,-6513.691505,58284.23666,5762.061544,51770.54516,179408.8057,26902.53958,-622.2211834,23296.25085,4228.509912,22674.02967,131189.4073,20842.47059,-6513.691505,23296.25085,4059.911239,16782.55935,125936.8711
200,-536.1442312,-609.8327782,-33.46798611,107.1565331,-643.3007643,3301.872123,-6602.962336,-6507.430429,-33.46798611,-62.06392106,-6540.898415,-1950.664101,20474.72564,-609.8327782,16548.4751,4536.083314,15938.64232,141632.2977,14407.90753,-6507.430429,16548.4751,4366.862859,10041.04467,136379.7614,27902.25879,-609.8327782,25456.64929,3055.442272,24846.81651,94897.45606,21835.44068,-6507.430429,25456.64929,2886.221818,18949.21886,89644.91984,65122.71552,-609.8327782,59642.3927,6090.155596,59032.55993,189031.8769,59055.89742,-6507.430429,59642.3927,5920.935142,53134.96228,183779.3406,27383.79533,-609.8327782,23711.93742,4281.690686,23102.10464,132862.1482,21316.97722,-6507.430429,23711.93742,4112.470232,17204.50699,127609.612
205,-536.4243232,-611.8990292,-38.26079372,113.7354997,-650.1598229,3506.852787,-6608.114391,-6513.723994,-38.26079372,-56.12960381,-6551.984787,-1745.683436,20858.41023,-611.8990292,16718.37356,4751.935696,16106.47453,147053.6652,14786.72016,-6513.723994,16718.37356,4582.070593,10204.64957,141801.129,28496.12207,-611.8990292,25946.95153,3161.06957,25335.0525,97668.12094,22424.432,-6513.723994,25946.95153,2991.204466,19433.22753,92415.58471,66851.35847,-611.8990292,61186.18908,6277.068411,60574.29006,194037.0487,60779.6684,-6513.723994,61186.18908,6107.203307,54672.46509,188784.5125,28220.23828,-611.8990292,24393.45847,4438.678839,23781.55944,137006.4111,22148.54821,-6513.723994,24393.45847,4268.813735,17879.73447,131753.8749
210,-538.9629548,-614.779029,-38.1277602,113.9438344,-652.9067892,3570.016597,-6597.55937,-6501.693956,-38.1277602,-57.73765389,-6539.821716,-1682.519627,21827.17542,-614.779029,17498.17999,4943.774459,16883.40096,150828.0697,15768.57901,-6501.693956,17498.17999,4772.092971,10996.48604,145575.5335,29461.92413,-614.779029,26790.19841,3286.504751,26175.41938,100546.5843,23403.32772,-6501.693956,26790.19841,3114.823263,20288.50446,95294.04803,68639.82748,-614.779029,62748.13524,6506.471272,62133.35621,199122.8211,62581.23107,-6501.693956,62748.13524,6334.789783,56246.44129,193870.2849,29259.08558,-614.779029,25221.922,4651.942604,24607.14297,142520.2361,23200.48916,-6501.693956,25221.922,4480.261115,18720.22805,137267.6999
215,-549.6572123,-633.2326977,-38.83294802,122.4084334,-672.0656457,3747.301545,-6593.131465,-6504.978932,-38.83294802,-49.31958467,-6543.81188,-1505.234679,22799.95145,-633.2326977,18294.68727,5138.496883,17661.45457,156787.7732,16756.4772,-6504.978932,18294.68727,4966.768865,11789.70834,151535.237,30761.00358,-633.2326977,28030.16193,3364.074339,27396.92924,102757.7828,24717.52932,-6504.978932,28030.16193,3192.34632,21525.183,97505.24659,70242.06375,-633.2326977,64217.45507,6657.841373,63584.22238,203572.4357,64198.5895,-6504.978932,64217.45507,6486.113355,57712.47614,198319.8994,29808.48413,-633.2326977,25698.63375,4743.083071,25065.40106,144778.6587,23765.00987,-6504.978932,25698.63375,4571.355052,19193.65482,139526.1225
220,-528.9313042,-615.5322042,-39.97247947,126.5733795,-655.5046837,3869.800244,-6595.445508,-6511.667282,-39.97247947,-43.80574647,-6551.639762,-1382.73598,22793.67427,-615.5322042,18238.09043,5171.116041,17622.55823,159494.3999,16727.16006,-6511.667282,18238.09043,5000.736915,11726.42315,154241.8637,31178.5288,-615.5322042,28396.46927,3397.591734,27780.93707,104765.3627,25112.0146,-6511.667282,28396.46927,3227.212608,21884.80199,99512.82646,71827.90345,-615.5322042,65692.15916,6751.276491,65076.62696,208098.5511,65761.38924,-6511.667282,65692.15916,6580.897365,59180.49188,202846.0148,30324.91147,-615.5322042,26167.04614,4773.397536,25551.51393,146947.7539,24258.39726,-6511.667282,26167.04614,4603.018411,19655.37885,141695.2177
225,-527.6730229,-606.9220413,-40.00439393,119.2534123,-646.9264353,3642.601952,-6591.355405,-6499.293534,-40.00439393,-52.05747714,-6539.297928,-1609.934272,23590.4199,-606.9220413,18939.77165,5257.570293,18332.84961,160942.6376,17526.73752,-6499.293534,18939.77165,5086.259404,12440.47812,155690.1014,31850.15803,-606.9220413,28957.88243,3499.197646,28350.96039,107209.9254,25786.47565,-6499.293534,28957.88243,3327.886757,22458.5889,101957.3892,73476.49875,-606.9220413,67139.50893,6943.911862,66532.58689,212849.2983,67412.81637,-6499.293534,67139.50893,6772.600972,60640.2154,207596.7621,31109.63858,-606.9220413,26799.09601,4917.464606,26192.17397,150604.3341,25045.95619,-6499.293534,26799.09601,4746.153716,20299.80248,145351.7978
230,-556.9414232,-644.8853431,-41.84064224,129.7845622,-686.7259854,3926.48119,-6607.386918,-6523.766462,-41.84064224,-41.77981383,-6565.607104,-1326.055034,23911.04404,-644.8853431,19160.26519,5395.664194,18515.37984,165126.8455,17860.59854,-6523.766462,19160.26519,5224.099818,12636.49872,159874.3093,32349.5903,-644.8853431,29411.4142,3583.06145,28766.52885,109619.1748,26299.14481,-6523.766462,29411.4142,3411.497074,22887.64773,104366.6386,75089.6036,-644.8853431,68624.34642,7110.142517,67979.46108,217638.3519,69039.1581,-6523.766462,68624.34642,6938.578141,62100.57996,212385.8156,31788.61564,-644.8853431,27398.15763,5035.343354,26753.27229,154017.3415,25738.17015,-6523.766462,27398.15763,4863.778978,20874.39117,148764.8053
235,-550.518711,-625.8124384,-41.34072782,116.6344552,-667.1531662,3688.014284,-6604.741527,-6511.704084,-41.34072782,-51.69671504,-6553.044812,-1564.52194,23837.92618,-625.8124384,19182.98793,5280.750688,18557.1755,165410.1435,17783.70337,-6511.704084,19182.98793,5112.419518,12671.28385,160157.6072,32276.11382,-625.8124384,29328.95138,3572.974884,28703.13894,111601.1853,26221.89101,-6511.704084,29328.95138,3404.643713,22817.24729,106348.6491,76449.81151,-625.8124384,69956.2147,7119.409245,69330.40226,222191.8086,70395.58869,-6511.704084,69956.2147,6951.078075,63444.51062,216939.2724,32321.70111,-625.8124384,27930.19862,5017.314928,27304.38618,156756.2173,26267.47829,-6511.704084,27930.19862,4848.983758,21418.49454,151503.681
240,-543.0737509,-634.9501373,-42.65264164,134.529028,-677.6027789,4161.79149,-6590.522865,-6512.175473,-42.65264164,-35.69475041,-6554.828114,-1090.744734,25729.3756,-634.9501373,20732.93037,5631.395363,20097.98024,173249.4555,19681.92648,-6512.175473,20732.93037,5461.171585,14220.7549,167996.9193,34552.87959,-634.9501373,31477.5095,3710.320229,30842.55937,114453.6447,28505.43048,-6512.175473,31477.5095,3540.09645,24965.33403,109201.1084,78417.24578,-634.9501373,71689.81912,7362.376793,71054.86899,227184.9744,72369.79667,-6512.175473,71689.81912,7192.153015,65177.64365,221932.4381,33270.46786,-634.9501373,28673.50468,5231.913316,28038.55454,161519.1238,27223.01875,-6512.175473,28673.50468,5061.689537,22161.32921,156266.5876
245,-537.2336998,-624.3090597,-40.8554364,127.9307963,-665.1644961,3989.974853,-6593.148686,-6508.635034,-40.8554364,-43.65821612,-6549.49047,-1262.561371,25387.71339,-624.3090597,20263.07026,5748.952185,19638.7612,176424.2406,19331.7984,-6508.635034,20263.07026,5577.363173,13754.43523,171171.7044,34461.46453,-624.3090597,31277.06706,3808.706535,30652.758,116637.2226,28405.54955,-6508.635034,31277.06706,3637.117523,24768.43202,111384.6863,80032.691,-624.3090597,73087.04912,7569.950938,72462.74006,231739.6015,73976.77602,-6508.635034,73087.04912,7398.361926,66578.41409,226487.0652,33861.31899,-624.3090597,29140.85304,5344.77501,28516.54398,163639.9396,27805.40401,-6508.635034,29140.85304,5173.185998,22632.21801,158387.4033
250,-523.0349804,-620.7223918,-44.18950162,141.8769131,-664.9118935,4340.88402,-6578.744597,-6504.492414,-44.18950162,-30.06268196,-6548.681915,-911.6522039,26095.37382,-620.7223918,20839.57598,5876.520231,20218.85359,179627.2835,20039.6642,-6504.492414,20839.57598,5704.580635,14335.08356,174374.7473,35345.96623,-620.7223918,32052.50963,3914.178991,31431.78723,119531.8018,29290.25661,-6504.492414,32052.50963,3742.239396,25548.01721,114279.2656,81880.2363,-620.7223918,74744.55867,7756.400021,74123.83628,236921.9348,75824.52669,-6504.492414,74744.55867,7584.460426,68240.06626,231669.3986,34901.28607,-620.7223918,29976.16683,5545.841629,29355.44444,169220.8251,28845.57645,-6504.492414,29976.16683,5373.902034,23471.67442,163968.2888
255,-537.51717,-632.1087672,-45.28039152,139.8719886,-677.3891587,4332.858084,-6586.095702,-6509.479274,-45.28039152,-31.33603651,-6554.759666,-919.6781403,26556.29035,-632.1087672,21235.08811,5953.311003,20602.97935,182851.2529,20507.71182,-6509.479274,21235.08811,5782.102978,14725.60884,177598.7167,35968.85885,-632.1087672,32636.4246,3964.543019,32004.31583,121647.2573,29920.28032,-6509.479274,32636.4246,3793.334994,26126.94532,116394.721,83339.47459,-632.1087672,76105.43026,7866.153089,75473.3215,241328.8017,77290.89605,-6509.479274,76105.43026,7694.945064,69595.95099,236076.2654,35311.76651,-632.1087672,30377.18509,5566.690186,29745.07632,170752.1918,29263.18798,-6509.479274,30377.18509,5395.482161,23867.70582,165499.6555
260,-517.7023936,-620.3185705,-42.37015077,144.9863276,-662.6887212,4413.464587,-6583.538096,-6514.277585,-42.37015077,-26.89035949,-6556.647736,-839.0716371,26854.07918,-620.3185705,21425.37255,6049.025204,20805.05398,185160.8657,20788.24348,-6514.277585,21425.37255,5877.148517,14911.09497,179908.3294,36587.4904,-620.3185705,33158.18179,4049.627178,32537.86322,123764.7561,30521.6547,-6514.277585,33158.18179,3877.750491,26643.90421,118512.2199,85080.81314,-620.3185705,77650.75431,8050.377399,77030.43574,246011.3273,79014.97743,-6514.277585,77650.75431,7878.500712,71136.47672,240758.7911,36047.86926,-620.3185705,30969.56881,5698.619022,30349.25024,174073.1787,29982.03356,-6514.277585,30969.56881,5526.742335,24455.29123,168820.6425
265,-530.5900004,-631.7745974,-45.02098418,146.2055812,-676.7955816,4494.436869,-6592.274772,-6521.672705,-45.02098418,-25.58108227,-6566.693689,-758.0993544,28159.46131,-631.7745974,22569.4674,6221.76851,21937.6928,189743.0912,22097.77654,-6521.672705,22569.4674,6049.981846,16047.79469,184490.5549,37871.1731,-631.7745974,34369.35694,4133.590752,33737.58234,126407.944,31809.48833,-6521.672705,34369.35694,3961.804089,27847.68424,121155.4078,86748.34575,-631.7745974,79172.73776,8207.382589,78540.96316,250978.293,80686.66098,-6521.672705,79172.73776,8035.595926,72651.06505,245725.7568,36928.49663,-631.7745974,31715.4939,5844.777328,31083.7193,178826.6016,30866.81186,-6521.672705,31715.4939,5672.990664,25193.82119,173574.0653
270,-521.5058929,-620.6060816,-48.97723812,148.0774268,-669.5833197,4415.390942,-6572.836736,-6499.417803,-48.97723812,-24.44169484,-6548.395041,-837.1452823,27410.37456,-620.6060816,21721.15589,6309.824752,21100.54981,192082.5471,21359.04372,-6499.417803,21721.15589,6137.30563,15221.73809,186830.0109,37436.35362,-620.6060816,33838.6783,4218.281407,33218.07222,128339.0414,31385.02278,-6499.417803,33838.6783,4045.762285,27339.2605,123086.5052,88291.41443,-620.6060816,80522.94563,8389.074885,79902.33954,255355.5565,82240.08359,-6499.417803,80522.94563,8216.555764,74023.52782,250103.0202,37401.49426,-620.6060816,32096.58994,5925.510408,31475.98385,180154.403,31350.16342,-6499.417803,32096.58994,5752.991287,25597.17213,174901.8668