"","NG_cool_NB","NG_cool_NB_capital","NG_cool_NB_MO","NG_cool_NB_emissions","NG_cool_private","NG_cool_CO2e","NG_nocool_NB","NG_nocool_NB_capital","NG_nocool_NB_MO","NG_nocool_NB_emissions","NG_nocool_private","NG_nocool_CO2e","HO_cool_NB","HO_cool_NB_capital","HO_cool_NB_MO","HO_cool_NB_emissions","HO_cool_private","HO_cool_CO2e","HO_nocool_NB","HO_nocool_NB_capital","HO_nocool_NB_MO","HO_nocool_NB_emissions","HO_nocool_private","HO_nocool_CO2e","P_cool_NB","P_cool_NB_capital","P_cool_NB_MO","P_cool_NB_emissions","P_cool_private","P_cool_CO2e","P_nocool_NB","P_nocool_NB_capital","P_nocool_NB_MO","P_nocool_NB_emissions","P_nocool_private","P_nocool_CO2e","ElecRes_cool_NB","ElecRes_cool_NB_capital","ElecRes_cool_NB_MO","ElecRes_cool_NB_emissions","ElecRes_cool_private","ElecRes_cool_CO2e","ElecRes_nocool_NB","ElecRes_nocool_NB_capital","ElecRes_nocool_NB_MO","ElecRes_nocool_NB_emissions","ElecRes_nocool_private","ElecRes_nocool_CO2e","wood_cool_NB","wood_cool_NB_capital","wood_cool_NB_MO","wood_cool_NB_emissions","wood_cool_private","wood_cool_CO2e","wood_nocool_NB","wood_nocool_NB_capital","wood_nocool_NB_MO","wood_nocool_NB_emissions","wood_nocool_private","wood_nocool_CO2e"
"90",-580.3782508431,-615.578243502485,-15.1464224631654,50.3464151225508,-630.72466596565,1538.44165723686,-6643.03043844523,-6504.86006720512,-15.1464224631654,-123.023948776949,-6520.00648966829,-3714.0945666232,8975.62141157711,-615.578243502485,7454.95294660954,2136.24670847005,6839.37470310706,64935.5660630707,2912.96922397497,-6504.86006720512,7454.95294660954,1962.87634457055,950.092879404421,59683.0298392107,12359.5953826336,-615.578243502487,11560.6774482949,1414.49617784115,10945.0992047924,42885.9932664957,6296.94319503146,-6504.86006720512,11560.6774482949,1241.12581394165,5055.81738108981,37633.4570426356,29063.1018847069,-615.578243502487,26870.1000713846,2808.58005682475,26254.5218278821,85105.1025477812,23000.4496971047,-6504.86006720512,26870.1000713846,2635.20969292525,20365.2400041795,79852.5663239211,12056.1447923746,-615.578243502487,10693.9958353907,1977.72720048633,10078.4175918882,60004.7090709721,5993.49260477243,-6504.86006720512,10693.9958353907,1804.35683658684,4189.13576818559,54752.172847112
"95",-595.241880356243,-629.151711539855,-16.0876758632094,49.9975070468208,-645.239387403064,1558.33039350058,-6648.63764686334,-6513.23658776135,-16.0876758632094,-119.313383238783,-6529.32426362456,-3694.20583035948,9424.1563875965,-629.151711539855,7858.68185044721,2194.62624868914,7229.53013890735,67944.4224865436,3370.7606210894,-6513.23658776135,7858.68185044721,2025.31535840354,1345.44526268585,62691.8862626835,12943.3971978803,-629.151711539855,12116.5455157287,1456.00339369149,11487.3938041888,45154.8831893441,6890.00143137322,-6513.23658776135,12116.5455157287,1286.69250340589,5603.30892796733,39902.346965484,30600.8884864878,-629.151711539855,28334.4805365147,2895.55966151291,27705.3288249749,89831.4624774373,24547.4927199807,-6513.23658776135,28334.4805365147,2726.2487712273,21821.2439487534,84578.9262535772,12713.1379195295,-629.151711539855,11297.2970814238,2044.99254964558,10668.1453698839,63438.0609881692,6659.74215302241,-6513.23658776135,11297.2970814238,1875.68165935998,4784.06049366243,58185.5247643091
"100",-583.855934978455,-619.510457582437,-18.2971926293631,53.9517152333456,-637.8076502118,1634.05509118462,-6659.67739340874,-6524.49058029584,-18.2971926293631,-116.889620483535,-6542.7877729252,-3618.48113267544,10170.3955304896,-619.510457582437,8484.97230231217,2304.93368575983,7865.46184472973,70562.0425467218,4094.57407205928,-6524.49058029584,8484.97230231217,2134.09235004295,1960.48172201632,65309.5063228617,13773.2362050099,-619.510457582439,12842.3682170626,1550.37844552967,12222.8577594802,47559.317533407,7697.41474657958,-6524.49058029584,12842.3682170626,1379.53710981279,6317.8776367668,42306.7813095469,32280.2062774922,-619.510457582438,29820.9883090919,3078.72842598274,29201.4778515095,94592.2570798078,26204.3848190619,-6524.49058029584,29820.9883090919,2907.88709026586,23296.4977287961,89339.7208559477,13460.0653388158,-619.510457582437,11897.1619976344,2182.4137987638,11277.651540052,66812.6667403743,7384.24388038551,-6524.49058029584,11897.1619976344,2011.57246304692,5372.6714173386,61560.1305165142
"105",-581.8188488942,-622.405691851263,-17.537012520479,58.123855477545,-639.942704371742,1752.87563664097,-6664.72142580809,-6532.76632546729,-17.537012520479,-114.418087820321,-6550.30333798776,-3499.6605872191,10644.4996920194,-622.405691851263,8802.5950761489,2464.31030772178,8180.18938429764,74954.1579903759,4561.59711510553,-6532.76632546729,8802.5950761489,2291.76836442392,2269.82875068161,69701.6217665158,14528.3577935461,-622.405691851263,13510.5286879582,1640.2347974392,12888.1229961069,49898.3192743413,8445.45521663225,-6532.76632546729,13510.5286879582,1467.69285414134,6977.76236249092,44645.7830504812,33970.3120511834,-622.405691851264,31329.9700950501,3262.74764798456,30707.5644031988,99281.6534998105,27887.4094742695,-6532.76632546729,31329.9700950501,3090.2057046867,24797.2037695828,94029.1172759505,14149.6427155063,-622.405691851263,12468.1042471698,2303.94416018768,11845.6985553186,69930.8771265149,8066.74013859237,-6532.76632546729,12468.1042471698,2131.40221688981,5935.33792170255,64678.3409026548
"110",-572.402378572406,-615.514473684952,-19.1428315110097,62.2549266235546,-634.657305195962,1888.56608095762,-6634.96920108937,-6506.64757619448,-19.1428315110097,-109.17879338388,-6525.79040770549,-3363.97014290244,11065.3198052415,-615.514473684951,9112.0277356898,2568.80654323667,8496.51326200485,78572.2285027379,5002.75298272456,-6506.64757619448,9112.0277356898,2397.37282322923,2605.38015949533,73319.6922788778,15150.7930589921,-615.514473684951,14053.3707295155,1712.93680316159,13437.8562558305,52414.8372612733,9088.22623647514,-6506.64757619448,14053.3707295155,1541.50308315416,7546.72315332099,47162.3010374132,35649.0913105877,-615.514473684952,32863.2354965544,3401.37028771828,32247.7210228695,104169.853873605,29586.5244880708,-6506.64757619448,32863.2354965544,3229.93656771084,26356.5879203599,98917.3176497449,14954.4155093729,-615.514473684952,13145.9797298926,2423.9502531653,12530.4652562077,74053.57863882,8891.84868685599,-6506.64757619448,13145.9797298926,2252.51653315787,6639.33215369813,68801.0424149599
"115",-593.422038645251,-634.452474371565,-19.44629769532,60.4767334216326,-653.898772066885,1861.63885789794,-6649.13873060966,-6521.06257747766,-19.44629769532,-108.629855436685,-6540.50887517298,-3390.89736596213,11670.5224503848,-634.452474371565,9657.68612059785,2647.28880415855,9023.23364622629,82396.7202164332,5614.80575842042,-6521.06257747766,9657.68612059785,2478.18221530023,3136.6235431202,77144.1839925732,15844.243039911,-634.452474371565,14717.2053684034,1761.4901458792,14082.7528940318,54777.1755604768,9788.52634794661,-6521.06257747766,14717.2053684034,1592.38355702088,8196.14279092573,49524.6393366167,37144.9814392383,-634.452474371564,34278.3456883001,3501.08822530979,33643.8932139285,108767.059312942,31089.2647472739,-6521.06257747766,34278.3456883001,3331.98163645147,27757.2831108224,103514.523089082,15498.9434856312,-634.452474371563,13668.5642107625,2464.83174924021,13034.111736391,76714.7166801639,9443.22679366678,-6521.06257747766,13668.5642107625,2295.7251603819,7147.50163328489,71462.1804563038
"120",-590.979922176797,-633.112351835132,-20.1749894233162,62.3074190816496,-653.287341258449,1958.04466244161,-6641.50499424971,-6516.2699453058,-20.1749894233162,-105.060059520598,-6536.44493472912,-3294.49156141846,11884.5559541635,-633.112351835132,9841.10760695616,2676.56069904242,9207.99525512103,84298.960181525,5834.03088209053,-6516.2699453058,9841.10760695616,2509.19322044017,3324.83766165036,79046.4239576649,16320.7707615205,-633.112351835131,15141.1717882626,1812.711325093,14508.0594364275,56905.2591010069,10270.2456894475,-6516.2699453058,15141.1717882626,1645.34384649075,8624.9018429568,51652.7228771468,38770.8821210296,-633.112351835132,35788.3438892794,3615.6505835854,35155.2315374442,113463.196145841,32720.3570489567,-6516.2699453058,35788.3438892794,3448.28310498315,29272.0739439736,108210.659921981,16182.0608493745,-633.112351835132,14264.3741270255,2550.79907418417,13631.2617751904,80071.0500429889,10131.5357773016,-6516.2699453058,14264.3741270255,2383.43159558193,7748.10418171968,74818.5138191288
"125",-579.900699742648,-625.122331943423,-21.677714053103,66.8993462538783,-646.800045996526,2032.56633135981,-6647.47951172923,-6520.86949669304,-21.677714053103,-104.932300983086,-6542.54721074615,-3219.96989250026,12422.9436907231,-625.122331943423,10120.6350912053,2927.43093146125,9495.5127592619,89544.0902580373,6355.36487873656,-6520.86949669304,10120.6350912053,2755.59928422428,3599.76559451228,84291.5540341772,17101.8430292139,-625.122331943423,15779.9382850807,1947.02707607659,15154.8159531373,59512.8162440028,11034.2642172273,-6520.86949669304,15779.9382850807,1775.19542883963,9259.06878838768,54260.2800201427,40547.9975381918,-625.122331943423,37303.3269573484,3869.79291278677,36678.204625405,118262.027893053,34480.4187262052,-6520.86949669304,37303.3269573484,3697.9612655498,30782.4574606554,113009.491669193,17008.4686888414,-625.122331943423,14891.1925470994,2742.39847368538,14266.070215156,83707.840590861,10940.8898768548,-6520.86949669304,14891.1925470994,2570.56682644842,8370.3230504064,78455.304367001
"130",-593.119381286971,-637.491678280074,-23.8336893486048,68.2059863417071,-661.325367628679,2086.6737588617,-6638.09439037319,-6512.50216726514,-23.8336893486048,-101.758533759442,-6536.33585661374,-3165.86246499837,12376.7335285038,-637.491678280076,9994.54796708917,3019.67723969473,9357.05628880909,93175.5754395535,6331.75851941761,-6512.50216726514,9994.54796708917,2849.71271959358,3482.04579982403,87923.0392156935,17351.8515629497,-637.491678280074,15987.8862846276,2001.45695660225,15350.3946063475,61823.688115054,11306.8765538635,-6512.50216726514,15987.8862846276,1831.4924365011,9475.38411736242,56571.1518911939,42120.1668107956,-637.491678280074,38778.8523846605,3978.80610441521,38141.3607063804,122944.748794006,36075.1918017094,-6512.50216726514,38778.8523846605,3808.84158431406,32266.3502173953,117692.212570146,17625.7273609841,-637.491678280074,15454.0571468803,2809.16189238384,14816.5654686002,86744.5388454747,11580.7523518979,-6512.50216726514,15454.0571468803,2639.19737228269,8941.55497961517,81492.0026216147
"135",-585.518860862187,-635.212922239065,-23.4057795443841,73.0998409212561,-658.618701783449,2252.73830875481,-6644.02697840853,-6525.23919280787,-23.4057795443841,-95.3820060562798,-6548.64497235225,-2999.79791510526,14034.8755688689,-635.212922239065,11547.8655825866,3122.22290852138,10912.6526603476,97038.054977135,7976.36745132261,-6525.23919280787,11547.8655825866,2953.74106154384,5022.62638977876,91785.5187532749,18974.2002484012,-635.212922239065,17545.1417823631,2064.27138827723,16909.928860124,64276.8319422906,12915.6921308549,-6525.23919280787,17545.1417823631,1895.7895412997,11019.9025895552,59024.2957184305,43735.7490710031,-635.212922239065,40274.1749738026,4096.78701943958,39638.9620515635,127692.57561385,37677.2409534568,-6525.23919280787,40274.1749738026,3928.30517246205,33748.9357809947,122440.03938999,18318.9892846214,-635.212922239065,16056.5710663391,2897.63114052133,15421.3581441001,90166.0620521258,12260.481167075,-6525.23919280787,16056.5710663391,2729.14929354379,9531.33187353125,84913.5258282657
"140",-591.086497920085,-641.034566958089,-22.8859391071783,72.8340081451825,-663.920506065268,2225.48771385167,-6643.7398874528,-6522.32148727495,-22.8859391071783,-98.5324610706703,-6545.20742638213,-3027.0485100084,14117.0169634762,-641.034566958089,11461.8433422938,3296.20818814054,10820.8087753357,100956.797716588,8064.3635739435,-6522.32148727495,11461.8433422938,3124.84171892469,4939.52185501882,95704.2614927276,19300.2096092339,-641.034566958087,17769.04687504,2172.19730115198,17128.0123080819,66618.4069252018,13247.5562197012,-6522.32148727495,17769.04687504,2000.83083193613,11246.7253877651,61365.8707013417,45392.5168792009,-641.034566958088,41716.6230426259,4316.92840353313,41075.5884756678,132352.888474171,39339.8634896682,-6522.32148727495,41716.6230426259,4145.56193431728,35194.3015553509,127100.352250311,19023.492086772,-641.034566958087,16627.7982118636,3036.72844186646,15986.7636449055,93280.7502047793,12970.8386972393,-6522.32148727495,16627.7982118636,2865.36197265061,10105.4767245887,88028.2139809192
"145",-580.846944088524,-635.282392777233,-25.1240726664109,79.5595213551151,-660.406465443644,2433.56053829668,-6632.49795020168,-6516.50713203779,-25.1240726664109,-90.8667454974875,-6541.6312047042,-2818.9756855634,14797.9932806897,-635.282392777233,12048.3910112102,3384.88466225681,11413.1086184329,104225.067817636,8746.34227457658,-6516.50713203778,12048.3910112102,3214.45839540421,5531.88387917237,98972.5315937756,20244.0956634906,-635.282392777233,18640.869350959,2238.5087053089,18005.5869581817,68967.8473947804,14192.4446573775,-6516.50713203779,18640.869350959,2068.0824384563,12124.3622189212,63715.3111709203,47076.1538248939,-635.282392777233,43262.2113345046,4449.22488316658,42626.9289417274,137096.228213151,41024.5028187808,-6516.50713203778,43262.2113345046,4278.79861631398,36745.7042024668,131843.691989291,19711.4125517545,-635.282392777232,17211.9234221296,3134.77152240211,16576.6410293523,96517.4622923431,13659.7615456413,-6516.50713203778,17211.9234221296,2964.34525554951,10695.4162900918,91264.926068483
"150",-577.716304732188,-631.460800183135,-27.1496848691313,80.8941803200787,-658.610485052266,2492.89029596228,-6644.32039224936,-6527.52129995266,-27.1496848691313,-89.6494074275752,-6554.67098482179,-2759.6459278978,14947.0590930765,-631.460800183137,12146.6977700439,3431.82212321569,11515.2369698608,106385.565099029,8880.45500555932,-6527.52129995266,12146.6977700439,3261.27853546804,5619.17647009128,101133.028875169,20430.002375744,-631.460800183137,18743.0190762735,2318.44409965357,18111.5582760904,71495.9475635821,14363.3982882268,-6527.52129995266,18743.0190762735,2147.90051190592,12215.4977763209,66243.411339722,48740.211549554,-631.460800183136,44762.4770927451,4609.19525699197,44131.016292562,142006.33650561,42673.6074620368,-6527.52129995266,44762.4770927451,4438.65166924431,38234.9557927925,136753.80028175,20522.5605186407,-631.460800183137,17892.9076144975,3261.11370432634,17261.4468143144,100651.713086739,14455.9564311236,-6527.52129995266,17892.9076144975,3090.57011657869,11365.3863145449,95399.176862879
"155",-563.779648088617,-622.699196583406,-26.8313872042345,85.750935699024,-649.53058378764,2617.45557141581,-6625.35648265261,-6514.41961485978,-26.8313872042345,-84.1054805885879,-6541.25100206402,-2635.08065244427,16205.4832707152,-622.699196583406,13193.8878045769,3634.29466272171,12571.1886079935,112115.623493197,10143.9064361512,-6514.41961485978,13193.8878045769,3464.4382464341,6679.46818971711,106863.087269337,21903.8461311574,-622.699196583406,20131.3360471892,2395.20928055165,19508.6368506058,73989.86749693,15842.2692965934,-6514.41961485978,20131.3360471892,2225.35286426404,13616.9164323294,68737.33127307,50380.9672948853,-622.699196583405,46258.69451027,4744.97198119863,45635.9953136866,146668.010268724,44319.3904603213,-6514.41961485978,46258.69451027,4575.11556491102,39744.2748954103,141415.474044864,21233.1564942957,-622.699196583404,18482.4657189503,3373.38997192877,17859.7665223669,103957.519726532,15171.5796597317,-6514.41961485978,18482.4657189503,3203.53355564116,11968.0461040905,98704.9835026723
"160",-564.148259825284,-619.976459456051,-29.9788351379502,85.8070347687126,-649.955294594001,2616.79903996352,-6627.72897194316,-6513.3844625227,-29.9788351379502,-84.3656742825096,-6543.36329766065,-2635.73718389656,16684.113581858,-619.976459456053,13558.327695965,3745.76234534909,12938.3512365089,115288.449349429,10620.5328697402,-6513.3844625227,13558.327695965,3575.58963629787,7044.94323344229,110035.913125569,22470.2884601137,-619.976459456051,20615.8182872987,2474.44663227105,19995.8418278427,76322.3734530107,16406.7077479958,-6513.3844625227,20615.8182872987,2304.27392321983,14102.433824776,71069.8372291506,51998.1864972018,-619.976459456051,47711.7829050672,4906.38005159061,47091.8064456112,151430.461088446,45934.6057850839,-6513.3844625227,47711.7829050672,4736.20734253939,41198.3984425445,146177.924864585,21933.9736535535,-619.976459456051,19077.0562079203,3476.89390508934,18457.0797484642,107290.682090544,15870.3929414357,-6513.3844625227,19077.0562079203,3306.72119603812,12563.6717453975,102038.145866684
"165",-577.125149703868,-632.93692935119,-30.3404786957544,86.1522583430715,-663.277408046944,2635.03166346817,-6619.67706387889,-6503.65796225845,-30.3404786957544,-85.6786229246882,-6533.9984409542,-2617.50456039191,16369.8434686645,-632.936929351188,13182.9739425943,3819.80645542138,12550.0370132431,116952.819718275,10327.2915544894,-6503.65796225845,13182.9739425943,3647.97557415362,6679.31598033582,111700.283494415,22518.3951895593,-632.936929351188,20590.1661325274,2561.16598638305,19957.2292031762,78275.4797111297,16475.8432753842,-6503.65796225845,20590.1661325274,2389.33510511529,14086.508170269,73022.9434872696,53678.2384613753,-632.936929351189,49207.7091113027,5103.46627942379,48574.7721819515,156005.440677805,47635.6865472003,-6503.65796225845,49207.7091113027,4931.63539815603,42704.0511490443,150752.904453945,22550.6990294525,-632.936929351188,19588.3655090271,3595.27044977658,18955.4285796759,109853.382230308,16508.1471152775,-6503.65796225845,19588.3655090271,3423.43956850882,13084.7075467687,104600.846006448
"170",-566.953629341988,-623.445564686244,-31.0114288457553,87.5033641900063,-654.456993532,2720.49899457872,-6633.47661951569,-6520.2486124242,-31.0114288457553,-82.2165782457341,-6551.26004126996,-2532.03722928136,17461.4280674396,-623.445564686244,14179.7825830178,3905.09104910798,13556.3370183316,121339.736634835,11394.9050772659,-6520.2486124242,14179.7825830178,3735.37110667224,7659.53397059362,116087.200410975,23648.5620065644,-623.445564686244,21666.3653581475,2605.64221310314,21042.9197934613,80667.4676070148,17582.0390163907,-6520.2486124242,21666.3653581475,2435.9222706674,15146.1167457233,75414.9313831548,55182.7909201802,-623.445564686244,50617.7985504354,5188.43793443099,49994.3529857492,160599.450165659,49116.2679300065,-6520.2486124242,50617.7985504354,5018.71799199525,44097.5499380112,155346.913941799,23133.6642270411,-623.445564686244,20122.3647380443,3634.74505368305,19498.9191733581,112619.375170843,17067.1412368674,-6520.2486124242,20122.3647380443,3465.02511124731,13602.1161256201,107366.838946982
"175",-549.351120667161,-611.703063000105,-30.2094569127075,92.561399245651,-641.912519912812,2870.11732385829,-6614.66240443017,-6505.91295704058,-30.2094569127075,-78.539990476881,-6536.12241395328,-2382.41890000179,17682.7056585055,-611.703063000105,14190.5864847041,4103.82223680153,13578.883421704,125770.013745199,11617.3943747425,-6505.91295704058,14190.5864847041,3932.720847079,7684.67352766352,120517.477521339,24215.7413997847,-611.703063000105,22115.3004855277,2712.14397725711,21503.5974225276,83246.2157118604,18150.4301160217,-6505.91295704058,22115.3004855277,2541.04258753458,15609.3875284872,77993.6794880003,57006.1970812897,-611.703063000105,52225.1759130043,5392.72423128555,51613.4728500042,165573.518440756,50940.8857975267,-6505.91295704058,52225.1759130043,5221.62284156302,45719.2629559637,160320.982216896,24049.7841892938,-611.703063000105,20847.8765733039,3813.61067899006,20236.1735103038,117169.188977142,17984.4729055308,-6505.91295704058,20847.8765733039,3642.50928926753,14341.9636162633,111916.652753282
