zipcode,totalcost_low,totalcost_high,systemcost_low,systemcost_high,laborcost_low,laborcost_high,jobsupplycost_low,jobsupplycost_high,price_region
54490,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54491,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54492,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54493,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54494,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54495,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54498,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54499,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54501,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54511,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54512,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54513,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54514,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54515,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54517,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54519,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54520,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54521,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54524,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54526,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54527,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54529,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54530,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54531,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54534,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54537,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54538,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54539,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54540,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54541,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54542,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54545,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54546,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54547,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54548,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54550,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54552,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54554,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54555,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54556,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54557,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54558,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54559,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54560,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54562,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54563,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54564,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54566,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54568,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54601,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54603,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54610,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54611,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54612,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54613,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54614,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54615,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54616,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54618,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54619,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54621,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54622,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54623,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54624,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54625,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54626,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54627,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54628,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54629,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54630,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54631,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54632,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54634,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54635,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54636,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54638,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54639,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54642,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54644,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54646,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54648,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54650,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54651,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54652,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54653,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54655,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54656,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54658,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54659,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54660,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54661,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54664,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54665,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54666,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54667,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54669,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54670,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54701,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54703,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54720,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54721,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54722,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54723,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54724,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54725,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54726,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54727,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54728,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54729,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54730,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54731,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54732,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54733,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54736,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54737,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54738,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54739,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54740,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54741,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54742,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54745,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54746,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54747,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54748,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54749,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54750,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54751,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54754,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54755,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54756,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54757,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54758,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54761,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54762,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54763,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54766,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54767,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54768,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54769,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54770,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54771,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54772,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54773,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54774,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54801,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54805,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54806,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54810,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54812,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54813,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54814,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54817,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54819,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54820,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54821,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54822,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54824,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54826,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54827,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54828,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54829,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54830,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54832,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54835,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54837,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54838,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54839,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54840,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54841,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54843,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54844,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54846,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54847,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54848,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54849,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54853,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54854,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54856,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54858,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54859,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54864,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54865,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54867,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54868,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54870,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54871,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54872,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54873,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54874,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54875,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54876,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54880,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54888,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54889,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54891,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54893,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54895,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54896,829.8,1860.57,188.96,220.51,379.74,1343.04,261.1,297.02,3
54901,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54902,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54904,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54906,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54909,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54911,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54911,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54913,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54914,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54915,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54919,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54921,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54922,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54923,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54928,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54929,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54930,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54932,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54935,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54937,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54940,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54941,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54942,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54943,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54944,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54945,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54947,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54948,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54949,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54950,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54952,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54956,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54960,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54961,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54962,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54963,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54964,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54965,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54966,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54967,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54968,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54970,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54971,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54974,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54977,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54978,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54979,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54981,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54982,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54983,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54984,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2
54986,813.29,1802.18,188.96,220.51,363.23,1284.64,261.1,297.02,2